,date,blk,age_days,age_sply,btc_blk_est,DailyIssuedNtv,DailyIssuedUSD,inf_pct_ann,S2F,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,PriceBTC,PriceUSD,PriceRealUSD,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,notes
428,2017-04-11 00:00:00+00:00,123736.0,428.0,0.2413371044325943,434016.0,7075.212391329929,81911.8968722762,0.5095525196921241,1.9625062409743521,9366.0,280.0,3218496.0,11494.62857143,2.27874462,58674702.21998969,25748695.834748622,5018059.53356942,0.0891767056611078,1.032425984338392,0.00419,0.04850891095727571,299.45537761,3466.886455408321,0.009414089738749286,11.5773057177269,5.0805630405072115,5068079.19308448,4742.0,9942.0,94343.05770581,1092238.421405313,18.83024829,218.00354119403417,5.32828804,61.687219591187855,187210.3284726,2167391.206243363,
429,2017-04-12 00:00:00+00:00,124067.0,429.0,0.24173563225587616,434160.0,8369.084288919345,96831.19072411257,0.6017427143049902,1.6618398133079102,10582.0,331.0,3249770.0,9818.03625378,2.23647054,58735043.68909979,26262381.986562867,5030501.76267104,0.108315033484943,1.253216397826894,0.01061,0.12275882260417458,521.53688623,6034.2369555364885,0.009513994828170601,11.570105806237,5.173377241647237,5076448.2773734,6453.0,9478.0,50430.36680529,583484.6797845475,16.71665548,193.41347263001157,4.892638745,56.60834795134461,158440.4606317,1833172.893497697,
430,2017-04-13 00:00:00+00:00,124337.0,430.0,0.2420614486120576,434304.0,6842.143479810096,75679.85896043887,0.4912924825002443,2.035447387492852,11574.0,270.0,3692193.0,13674.78888889,2.11903894,56225465.49050127,26533474.45887228,5681902.40190097,0.115001846085144,1.2720170977992056,0.00599,0.06625443569119815,524.06341261,5796.581914670966,0.009433083462594947,11.0608406830047,5.21974395757989,5083290.42085321,5896.0,13612.0,114445.19741999,1265860.09559753,18.12585026,200.48714196985932,9.167563965,101.40096446811988,246729.07378089,2729030.9769557365,
431,2017-04-14 00:00:00+00:00,124609.0,431.0,0.24238958372583955,434448.0,6890.837389420718,76696.33814230139,0.49411907347419526,2.023803681507194,10426.0,272.0,3313000.0,12180.14705882,2.10458198,56654690.99403621,26919688.35314146,5428517.50858742,0.14399335353815,1.6026735662288358,0.00895,0.09961521185037031,639.76246977,7120.678654754713,0.009477881533313831,11.1301912681978,5.288552015618281,5090181.25824263,5791.0,10709.0,75264.07202527,837703.5172646705,21.64123326,240.8710654634838,7.12185134,79.2675675978708,231755.96693232,2579488.2395028463,
432,2017-04-15 00:00:00+00:00,124909.0,432.0,0.24275320416558047,434592.0,7636.029234559275,91995.5192030377,0.5467341243203798,1.829042592216197,11590.0,300.0,3196212.0,10654.04,2.23550126,61416258.864120625,27473148.85626694,5203412.04564697,0.0810547919721067,0.976512457236361,0.00621,0.0748153466549473,331.27093479,3991.0064127250066,0.010248339016364752,12.0475598478176,5.38919841708624,5097817.28747719,5581.0,10471.0,126215.55385845,1520589.438835122,22.84389174,275.21315289471613,8.34756047,100.56773434560141,239198.3904165,2881756.9240444237,
433,2017-04-16 00:00:00+00:00,125177.0,433.0,0.24307364253585573,434736.0,6729.205775780603,81314.95372242542,0.48117107198580633,2.0782629260586516,9578.0,268.0,2943749.0,10984.1380597,2.207084,61682756.584254466,27947625.273738924,5213088.31824845,0.0534539366773848,0.6459312632178776,0.01227,0.14826927804246265,199.49009168,2410.6154743291186,0.010295624512565731,12.083885741032,5.47504568930447,5104546.49325297,5049.0,8478.0,66505.51089484,803644.9948022054,19.94993292,241.07270994653288,3.0640016,37.02504524473923,169135.53126393,2043814.4345420757,
434,2017-04-17 00:00:00+00:00,125486.0,434.0,0.2434460346773938,434880.0,7820.234972300008,93828.63859063854,0.5583296184779739,1.7910566928654708,11251.0,309.0,3410158.0,11036.11003236,2.16244595,61339130.062529765,28365624.65218971,4936167.8460529,0.11552753260716,1.3861208956842042,0.00585,0.07018939171258677,490.52990345,5885.4693230751145,0.010066427152542376,11.9981866175362,5.54843307612963,5112366.72822527,5776.0,11337.0,115493.09423992,1385707.6977272553,20.28275651,243.35629772502725,8.20219392,98.41145332538079,229945.61058834,2758930.3477222114,
435,2017-04-18 00:00:00+00:00,125786.0,435.0,0.24380681423632336,435024.0,7576.3707375200465,90892.27946406926,0.5401183696270049,1.8514460093082565,10202.0,300.0,3281893.0,10939.64333333,2.13639425,61422984.053098865,28750772.082277272,5361599.19275919,0.0976449520519836,1.1714279273864603,0.007,0.0839776692945659,428.2707597,5137.8828895170145,0.00997961563939211,11.9968098992237,5.615447579505653,5119943.09896279,5868.0,8763.0,46299.64311229,555448.0168200451,17.22871927,206.68966988928213,5.000785,59.99346699188939,150975.26699353,1811221.5776059218,
436,2017-04-19 00:00:00+00:00,126069.0,436.0,0.24414695767727476,435168.0,7143.012259979732,96676.60300130022,0.5085148597730116,1.9665108713762567,11746.0,283.0,3369264.0,11905.52650177,2.34940586,69392190.64557092,29536059.289674863,5631063.14507947,0.0795341954113051,1.0764500402563209,0.00621,0.08404881341191732,346.13281843,4684.710575195511,0.011189540271770932,13.5344305011139,5.760788613443191,5127086.11122277,5750.0,10016.0,130137.02797523,1761330.5607522659,24.71965419,334.566441646124,6.7326105,91.12204890331971,247592.0563912,3351017.47985457,
437,2017-04-20 00:00:00+00:00,126387.0,437.0,0.2445288803802043,435312.0,8020.376761520281,115426.86635167412,0.5700831180044379,1.754130175789937,10058.0,318.0,3036790.0,9549.65408805,2.43480345,73902918.51798543,30352724.5902829,5617378.78004418,0.0414618104586936,0.5967059898576272,0.00561224,0.08076968148448015,172.64697875,2484.6837417671577,0.011645626684102864,14.3917012609012,5.910826710469525,5135106.48798429,5733.0,8417.0,51227.49802194,737250.8478751676,26.38894431,379.78180310007855,4.00312,57.61170715153881,222115.74428001,3196623.4370206282,
